Symbol,Ferroptosis,UPR,Mitochondrial,TF,TF_Cof,Age
NDUFB10,no,no,yes,no,no,no
MRPS9,no,no,yes,no,no,no
COQ8A,no,no,yes,no,no,no
COQ4,no,no,yes,no,no,no
MRPL15,no,no,yes,no,no,no
NDUFA2,no,no,yes,no,no,no
MRPL24,no,no,yes,no,no,no
NDUFS5,no,no,yes,no,no,no
AK3,no,no,yes,no,no,no
MIPEP,no,no,yes,no,no,no
LYRM7,no,no,yes,no,no,no
CRAT,no,no,yes,no,no,no
PCCB,no,no,yes,no,no,no
MRPS7,no,no,yes,no,no,no
MRPL3,no,no,yes,no,no,no
PRODH,no,no,yes,no,no,no
PCCA,no,no,yes,no,no,no
MCCC1,no,no,yes,no,no,no
MRPS12,no,no,yes,no,no,no
CLPB,no,no,yes,no,no,no
PDK1,no,no,yes,no,no,no
MRPL49,no,no,yes,no,no,no
COX7A2,no,no,yes,no,no,no
TMEM126A,no,no,yes,no,no,no
ECHDC2,no,no,yes,no,no,no
HCCS,no,no,yes,no,no,no
HIBADH,no,no,yes,no,no,no
MRPL19,no,no,yes,no,no,no
MRPL36,no,no,yes,no,no,no
SLC25A30,no,no,yes,no,no,no
BDH1,no,no,yes,no,no,no
FARS2,no,no,yes,no,no,no
ABCB7,no,no,yes,no,no,no
MTX1,no,no,yes,no,no,no
NDUFA7,no,no,yes,no,no,no
TIMM17A,no,no,yes,no,no,no
ALDH9A1,no,no,yes,no,no,no
MRPS18C,no,no,yes,no,no,no
MARS2,no,no,yes,no,no,no
ALDH6A1,no,no,yes,no,no,no
FDXR,no,no,yes,no,no,no
GATC,no,no,yes,no,no,no
TRAP1,no,no,yes,no,no,yes
ACAD8,no,no,yes,no,no,no
ALDH2,no,no,yes,no,no,no
PPIF,no,no,yes,no,no,no
TIMM22,no,no,yes,no,no,no
IVD,no,no,yes,no,no,no
L2HGDH,no,no,yes,no,no,no
MRPL20,no,no,yes,no,no,no
SLC25A5,no,no,yes,no,no,no
SLC25A12,no,no,yes,no,no,no
MRPS21,no,no,yes,no,no,no
TOMM22,no,no,yes,no,no,no
ACAA2,no,no,yes,no,no,no
MRPL30,no,no,yes,no,no,no
DNAJA3,no,no,yes,no,yes,no
NDUFB2,no,no,yes,no,no,no
MRPS34,no,no,yes,no,no,no
ETFB,no,no,yes,no,no,no
AFG1L,no,no,yes,no,no,no
ATP5IF1,no,no,yes,no,no,no
ATP5PB,no,no,yes,no,no,no
COX7C,no,no,yes,no,no,no
CHCHD3,no,no,yes,no,yes,no
COQ10B,no,no,yes,no,no,no
ACSF3,no,no,yes,no,no,no
POLDIP2,no,no,yes,no,no,no
SLC25A10,no,no,yes,no,no,no
PDK3,no,no,yes,no,no,no
ME3,no,no,yes,no,no,no
MRPL22,no,no,yes,no,no,no
GCDH,no,no,yes,no,no,no
MRPL47,no,no,yes,no,no,no
PPA2,no,no,yes,no,no,no
MRPL9,no,no,yes,no,no,no
CHCHD10,no,no,yes,no,no,no
WARS2,no,no,yes,no,no,no
SLC25A19,no,no,yes,no,no,no
CBR4,no,no,yes,no,no,no
SMDT1,no,no,yes,no,no,no
HAGH,no,no,yes,no,no,no
MTG1,no,no,yes,no,no,no
COX14,no,no,yes,no,no,no
NDUFA12,no,no,yes,no,no,no
MRPS16,no,no,yes,no,no,no
MTERF2,no,no,yes,no,no,no
ETFRF1,no,no,yes,no,no,no
GPD2,no,no,yes,no,no,no
NDUFA10,no,no,yes,no,no,no
NDUFC2,no,no,yes,no,no,no
SLIRP,no,no,yes,no,no,no
MT-ATP6,no,no,yes,no,no,no
MT-CO2,no,no,yes,no,no,no
TIMM21,no,no,yes,no,no,no
NDUFA8,no,no,yes,no,no,no
NDUFB11,no,no,yes,no,no,no
DHTKD1,no,no,yes,no,no,no
FAHD2A,no,no,yes,no,no,no
HSD17B8,no,no,yes,no,no,no
HINT2,no,no,yes,no,no,no
MRPS5,no,no,yes,no,no,no
C6orf136,no,no,yes,no,no,no
SPRYD4,no,no,yes,no,no,no
LIPT2,no,no,yes,no,no,no
MRPS26,no,no,yes,no,no,no
SLC25A15,no,no,yes,no,no,no
NDUFV3,no,no,yes,no,no,no
BPHL,no,no,yes,no,no,no
STOML2,no,no,yes,no,no,no
MSRB2,no,no,yes,no,no,no
TOMM40,no,no,yes,no,no,no
SLC25A25,no,no,yes,no,no,no
ADCK5,no,no,yes,no,no,no
ACAD10,no,no,yes,no,no,no
VWA8,no,no,yes,no,no,no
CCDC90B,no,no,yes,no,no,no
DNAJC11,no,no,yes,no,no,no
ALKBH7,no,no,yes,no,no,no
GLDC,no,no,yes,no,no,no
MPC1L,no,no,yes,no,no,no
THEM4,no,no,yes,no,no,no
MRPL27,no,no,yes,no,no,no
HSCB,no,no,yes,no,no,no
MRPS10,no,no,yes,no,no,no
AK4,no,no,yes,no,no,no
MRPL37,no,no,yes,no,no,no
PTGES2,no,no,yes,no,no,no
TXNRD2,no,no,yes,no,no,no
ACSM5,no,no,yes,no,no,no
MRPL41,no,no,yes,no,no,no
MTARC2,no,no,yes,no,no,no
MRPS6,no,no,yes,no,no,no
MRPL23,no,no,yes,no,no,no
SCO1,no,no,yes,no,no,no
GCAT,no,no,yes,no,no,no
MTHFD1L,no,no,yes,no,no,no
ECI2,no,no,yes,no,no,no
UQCRB,no,no,yes,no,no,no
ATP5PD,no,no,yes,no,no,no
ATP5MG,no,no,yes,no,no,no
CCDC58,no,no,yes,no,no,no
MCCC2,no,no,yes,no,no,no
MCEE,no,no,yes,no,no,no
MOCS1,no,no,yes,no,no,no
MMUT,no,no,yes,no,no,no
SLC25A51,no,no,yes,no,no,no
SPG7,no,no,yes,no,no,no
ATAD1,no,no,yes,no,no,no
OXNAD1,no,no,yes,no,no,no
MTG2,no,no,yes,no,no,no
DARS2,no,no,yes,no,no,no
MRPL51,no,no,yes,no,no,no
PC,no,no,yes,no,no,no
CLYBL,no,no,yes,no,no,no
PNPLA8,no,no,yes,no,no,no
MLYCD,no,no,yes,no,no,no
PYURF,no,no,yes,no,no,no
TIMM17B,no,no,yes,no,no,no
MRPL32,no,no,yes,no,no,no
SLC25A26,no,no,yes,no,no,no
PRODH2,no,no,yes,no,no,no
NIT2,no,no,yes,no,no,no
FDX2,no,no,yes,no,no,no
ME2,no,no,yes,no,no,no
TUFM,no,no,yes,no,no,no
COX6A2,no,no,yes,no,no,no
SLC30A9,no,no,yes,no,yes,no
TAMM41,no,no,yes,no,no,no
TIMM23,no,no,yes,no,no,no
RMND1,no,no,yes,no,no,no
DNLZ,no,no,yes,no,no,no
CHCHD4,no,no,yes,no,no,no
NDUFAB1,no,no,yes,no,no,no
ACSM1,no,no,yes,no,no,no
COA5,no,no,yes,no,no,no
COQ2,no,no,yes,no,no,no
EHHADH,no,no,yes,no,no,no
NDUFS3,no,no,yes,no,no,no
ABCB10,no,no,yes,no,no,no
CKMT2,no,no,yes,no,no,no
MRPS25,no,no,yes,no,no,no
ACAD9,no,no,yes,no,no,no
COX16,no,no,yes,no,no,no
FAM210A,no,no,yes,no,no,no
ACOT13,no,no,yes,no,no,no
DHRS4,no,no,yes,no,no,no
PRELID2,no,no,yes,no,no,no
CARS2,no,no,yes,no,no,no
NIPSNAP2,no,no,yes,no,no,no
NDUFB7,no,no,yes,no,no,no
MICOS13,no,no,yes,no,no,no
GLRX2,no,no,yes,no,no,no
MRPS30,no,no,yes,no,no,no
SCO2,no,no,yes,no,no,no
NARS2,no,no,yes,no,no,no
RPUSD3,no,no,yes,no,no,no
SUOX,no,no,yes,no,no,no
SARDH,no,no,yes,no,no,no
RIDA,no,no,yes,no,no,no
COX8A,no,no,yes,no,no,no
SPR,no,no,yes,no,no,no
MPV17,no,no,yes,no,no,no
ZADH2,no,no,yes,no,no,no
MRPL18,no,no,yes,no,no,no
ALDH1B1,no,no,yes,no,no,no
CHCHD1,no,no,yes,no,no,no
TIMM8A,no,no,yes,no,no,no
VDAC3,no,no,yes,no,no,no
SLC25A24,no,no,yes,no,no,no
SLC25A31,no,no,yes,no,no,no
SLC25A18,no,no,yes,no,no,no
TRNT1,no,no,yes,no,no,no
IDE,no,no,yes,no,no,no
GSTK1,no,no,yes,no,no,no
VARS2,no,no,yes,no,no,no
HSPE1,no,no,yes,no,no,no
MRPL54,no,no,yes,no,no,no
MRPL38,no,no,yes,no,no,no
MRPL58,no,no,yes,no,no,no
TRIAP1,no,no,yes,no,no,no
PTCD3,no,no,yes,no,no,no
COX10,no,no,yes,no,no,no
AKAP1,no,no,yes,no,no,no
MRM3,no,no,yes,no,no,no
AK2,no,no,yes,no,no,no
TMEM70,no,no,yes,no,no,no
NOA1,no,no,yes,no,no,no
MCUR1,no,no,yes,no,no,no
TMEM14C,no,no,yes,no,no,no
NDUFC1,no,no,yes,no,no,no
MRPL35,no,no,yes,no,no,no
NDUFA3,no,no,yes,no,no,no
PDSS1,no,no,yes,no,no,no
SLC25A16,no,no,yes,no,no,no
FMC1,no,no,yes,no,no,no
ACSM3,no,no,yes,no,no,no
NDUFAF6,no,no,yes,no,no,no
UCP1,no,no,yes,no,no,yes
SFXN1,no,no,yes,no,no,no
PTRH1,no,no,yes,no,no,no
MRPS11,no,no,yes,no,no,no
XPNPEP3,no,no,yes,no,no,no
PDP1,no,no,yes,no,no,no
ECI1,no,no,yes,no,no,no
SLC25A21,no,no,yes,no,no,no
SLC25A29,no,no,yes,no,no,no
SLC25A45,no,no,yes,no,no,no
SDHAF3,no,no,yes,no,no,no
PRELID3B,no,no,yes,no,no,no
SLC25A39,no,no,yes,no,no,no
NDUFB3,no,no,yes,no,no,no
REXO2,no,no,yes,no,no,no
GATM,no,no,yes,no,no,no
TIMM10B,no,no,yes,no,no,no
SARS2,no,no,yes,no,no,no
CHDH,no,no,yes,no,no,no
MRPL57,no,no,yes,no,no,no
C8orf82,no,no,yes,no,no,no
EARS2,no,no,yes,no,no,no
GRHPR,no,no,yes,no,yes,no
MTFMT,no,no,yes,no,no,no
PTCD2,no,no,yes,no,no,no
ECHDC1,no,no,yes,no,no,no
HARS2,no,no,yes,no,no,no
NDUFA13,no,no,yes,no,yes,no
NAXE,no,no,yes,no,no,no
TMEM11,no,no,yes,no,no,no
SELENOO,no,no,yes,no,no,no
NAGS,no,no,yes,no,no,no
HSD17B4,no,no,yes,no,no,no
NDUFAF7,no,no,yes,no,no,no
OAT,no,no,yes,no,no,no
MRPL50,no,no,yes,no,no,no
COX7B,no,no,yes,no,no,no
RARS2,no,no,yes,no,no,no
OXLD1,no,no,yes,no,no,no
LACTB2,no,no,yes,no,no,no
NDUFA11,no,no,yes,no,no,no
AURKAIP1,no,no,yes,no,yes,no
CHCHD7,no,no,yes,no,no,no
SHMT2,no,no,yes,no,no,no
RMDN1,no,no,yes,no,no,no
CPS1,no,no,yes,no,no,no
MRPL14,no,no,yes,no,no,no
MTRES1,no,no,yes,no,no,no
RDH13,no,no,yes,no,no,no
TRMT2B,no,no,yes,no,no,no
MRPS24,no,no,yes,no,no,no
COA3,no,no,yes,no,no,no
ENDOG,no,no,yes,no,no,no
TEFM,no,no,yes,no,no,no
TRMU,no,no,yes,no,no,no
MRPS22,no,no,yes,no,no,no
LAP3,no,no,yes,no,no,no
GLUD1,no,no,yes,no,no,no
FHIT,no,no,yes,no,yes,no
MRPS33,no,no,yes,no,no,no
NUBPL,no,no,yes,no,no,no
LYRM2,no,no,yes,no,no,no
MPV17L,no,no,yes,no,no,no
GADD45GIP1,no,no,yes,no,no,no
OXSM,no,no,yes,no,no,no
KYAT3,no,no,yes,no,no,no
TARS2,no,no,yes,no,no,no
TBRG4,no,no,yes,no,no,no
TMEM65,no,no,yes,no,no,no
ROMO1,no,no,yes,no,no,no
DNAJC15,no,no,yes,no,no,no
MAIP1,no,no,yes,no,no,no
HIGD1A,no,no,yes,no,no,no
C16orf91,no,no,yes,no,no,no
RHOT2,no,no,yes,no,no,no
SLC25A44,no,no,yes,no,no,no
HAO2,no,no,yes,no,no,no
OXA1L,no,no,yes,no,no,no
SLC25A46,no,no,yes,no,no,no
RDH14,no,no,yes,no,no,no
ATP5MPL,no,no,yes,no,no,no
CA5B,no,no,yes,no,no,no
COASY,no,no,yes,no,no,no
COX6B2,no,no,yes,no,no,no
GLOD4,no,no,yes,no,no,no
ACAA1,no,no,yes,no,no,no
CROT,no,no,yes,no,no,no
PDF,no,no,yes,no,no,no
COX19,no,no,yes,no,no,no
AMT,no,no,yes,no,no,no
PDPR,no,no,yes,no,no,no
NLN,no,no,yes,no,no,no
BOLA1,no,no,yes,no,no,no
ALAS2,no,no,yes,no,no,no
GRPEL2,no,no,yes,no,no,no
ALDH7A1,no,no,yes,no,no,no
HDHD5,no,no,yes,no,no,no
GFER,no,no,yes,no,no,no
IMMP2L,no,no,yes,no,no,no
COX4I2,no,no,yes,no,no,no
MRPL39,no,no,yes,no,no,no
AADAT,no,no,yes,no,no,no
LYPLA1,no,no,yes,no,no,no
PDHA2,no,no,yes,no,no,no
MTRF1L,no,no,yes,no,no,no
GTPBP3,no,no,yes,no,no,no
MTHFD2L,no,no,yes,no,no,no
YME1L1,no,no,yes,no,no,no
ACOT2,no,no,yes,no,no,no
COA8,no,no,yes,no,no,no
MMAB,no,no,yes,no,no,no
PPOX,no,no,yes,no,no,no
ABCD3,no,no,yes,no,no,no
LDHD,no,no,yes,no,no,no
MRPL45,no,no,yes,no,no,no
C12orf65,no,no,yes,no,no,no
IMMP1L,no,no,yes,no,no,no
POLG,no,no,yes,no,no,yes
ATPAF1,no,no,yes,no,no,no
BLOC1S1,no,no,yes,no,no,no
ALDH1L2,no,no,yes,no,no,no
COX18,no,no,yes,no,no,no
CPOX,no,no,yes,no,no,no
NNT,no,no,yes,no,no,no
NDUFAF8,no,no,yes,no,no,no
ATP23,no,no,yes,no,no,no
DCAKD,no,no,yes,no,no,no
ATP5MF,no,no,yes,no,no,no
SFXN3,no,no,yes,no,no,no
AASS,no,no,yes,no,no,no
DIABLO,no,no,yes,no,no,no
COX8C,no,no,yes,no,no,no
PXMP2,no,no,yes,no,no,no
AGXT2,no,no,yes,no,no,no
APOO,no,no,yes,no,no,no
ACAD11,no,no,yes,no,no,no
C5orf63,no,no,yes,no,no,no
HOGA1,no,no,yes,no,no,no
TTC19,no,no,yes,no,no,no
NGRN,no,no,yes,no,no,no
TCAIM,no,no,yes,no,no,no
GCSH,no,no,yes,no,no,no
SIRT5,no,no,yes,no,yes,no
GPT2,no,no,yes,no,no,no
TOMM6,no,no,yes,no,no,no
FAM162A,no,no,yes,no,no,no
MACROD1,no,no,yes,no,no,no
TST,no,no,yes,no,no,no
MT-CO1,no,no,yes,no,no,yes
MTFR1L,no,no,yes,no,no,no
SDR39U1,no,no,yes,no,no,no
DMGDH,no,no,yes,no,no,no
SLC25A14,no,no,yes,no,no,no
PRELID3A,no,no,yes,no,no,no
CHCHD5,no,no,yes,no,no,no
TOMM70,no,no,yes,no,no,no
NIT1,no,no,yes,no,no,no
FAHD1,no,no,yes,no,no,no
CYP27A1,no,no,yes,no,no,no
MT-ND2,no,no,yes,no,no,no
MT-ND4,no,no,yes,no,no,no
MT-ND5,no,no,yes,no,no,no
FASTKD1,no,no,yes,no,no,no
MRPS31,no,no,yes,no,no,no
ALDH1L1,no,no,yes,no,no,no
PTCD1,no,no,yes,no,no,no
HADHB,no,no,yes,no,no,no
TRIT1,no,no,yes,no,no,no
CRLS1,no,no,yes,no,no,no
GLYCTK,no,no,yes,no,no,no
SLC25A32,no,no,yes,no,no,no
AARS2,no,no,yes,no,no,no
EXOG,no,no,yes,no,no,no
CHCHD2,no,no,yes,no,yes,no
KMO,no,no,yes,no,no,no
SFXN5,no,no,yes,no,no,no
ELAC2,no,no,yes,no,no,no
CPT1B,no,no,yes,no,no,no
FIS1,no,no,yes,no,no,no
PRELID1,no,no,yes,no,no,no
UCP3,no,no,yes,no,no,yes
SLC25A27,no,no,yes,no,no,no
SLC25A40,no,no,yes,no,no,no
SLC25A23,no,no,yes,no,no,no
HEMK1,no,no,yes,no,no,no
SLC25A36,no,no,yes,no,no,no
LETM2,no,no,yes,no,no,no
DHRS1,no,no,yes,no,no,no
STOM,no,no,yes,no,no,no
METTL5,no,no,yes,no,no,no
MSRA,no,no,yes,no,no,yes
NUDT8,no,no,yes,no,no,no
NMNAT3,no,no,yes,no,no,no
SLC25A38,no,no,yes,no,no,no
MPV17L2,no,no,yes,no,no,no
ACLY,no,no,yes,no,no,no
ABCD2,no,no,yes,no,no,no
FLAD1,no,no,yes,no,no,no
LIPT1,no,no,yes,no,no,no
DGLUCY,no,no,yes,no,no,no
PCK2,no,no,yes,no,no,no
NADK2,no,no,yes,no,no,no
MPST,no,no,yes,no,no,no
NUDT13,no,no,yes,no,no,no
ACACA,no,no,yes,no,no,no
ABAT,no,no,yes,no,no,no
HMGCS2,no,no,yes,no,no,no
ALDH5A1,no,no,yes,no,no,no
CKMT1A,no,no,yes,no,no,no
PISD,no,no,yes,no,no,no
NDUFB4,no,no,yes,no,no,no
UQCR11,no,no,yes,no,no,no
FAM136A,no,no,yes,no,no,no
TOMM5,no,no,yes,no,no,no
NDUFA1,no,no,yes,no,no,no
MT-CYB,no,no,yes,no,no,no
GUK1,no,no,yes,no,no,no
D2HGDH,no,no,yes,no,no,no
OPA3,no,no,yes,no,no,no
AKR1B10,no,no,yes,no,no,no
PHYH,no,no,yes,no,no,no
NDUFAF2,no,no,yes,no,no,no
ECSIT,no,no,yes,no,no,no
MRPL42,no,no,yes,no,no,no
DNAJC4,no,no,yes,no,no,no
PAM16,no,no,yes,no,no,no
ACSL6,no,no,yes,no,no,no
MRS2,no,no,yes,no,no,no
ABHD10,no,no,yes,no,no,no
HINT3,no,no,yes,no,no,no
PXMP4,no,no,yes,no,no,no
OSGEPL1,no,no,yes,no,no,no
NUDT2,no,no,yes,no,no,no
CYB5B,no,no,yes,no,no,no
GRSF1,no,no,yes,no,no,no
MRPS18B,no,no,yes,no,no,no
DNAJC30,no,no,yes,no,no,no
DGUOK,no,no,yes,no,no,no
ACOT9,no,no,yes,no,no,no
ACSS1,no,no,yes,no,no,no
RFK,no,no,yes,no,no,no
CHPT1,no,no,yes,no,no,no
MT-ATP8,no,no,yes,no,no,no
TIMMDC1,no,no,yes,no,no,no
SPATA19,no,no,yes,no,no,no
HTATIP2,no,no,yes,no,yes,no
AKR7A2,no,no,yes,no,no,no
DUT,no,no,yes,no,no,no
MT-CO3,no,no,yes,no,no,no
DHRS7B,no,no,yes,no,no,no
MTRF1,no,no,yes,no,no,no
TMEM143,no,no,yes,no,no,no
NT5M,no,no,yes,no,no,no
RHOT1,no,no,yes,no,no,no
NME4,no,no,yes,no,no,no
MTHFS,no,no,yes,no,no,no
TIMM29,no,no,yes,no,no,no
PNPO,no,no,yes,no,no,no
MICU2,no,no,yes,no,no,no
PCBD2,no,no,yes,no,yes,no
QRSL1,no,no,yes,no,no,no
ADCK1,no,no,yes,no,no,no
NIPSNAP1,no,no,yes,no,no,no
GARS1,no,no,yes,no,no,no
ACSM2A,no,no,yes,no,no,no
SLC25A33,no,no,yes,no,no,no
LYRM9,no,no,yes,no,no,no
RAB24,no,no,yes,no,no,no
PARS2,no,no,yes,no,no,no
MRPL52,no,no,yes,no,no,no
PUS1,no,no,yes,no,no,no
GOT2,no,no,yes,no,no,no
NAXD,no,no,yes,no,no,no
MT-ND3,no,no,yes,no,no,no
ACCS,no,no,yes,no,no,no
PTRH2,no,no,yes,no,no,no
PGS1,no,no,yes,no,no,no
OXR1,no,no,yes,no,no,no
LYPLAL1,no,no,yes,no,no,no
DNAJC28,no,no,yes,no,no,no
FPGS,no,no,yes,no,no,no
TMEM205,no,no,yes,no,no,no
SLC25A53,no,no,yes,no,no,no
AIFM3,no,no,yes,no,no,no
MTFP1,no,no,yes,no,no,no
COA4,no,no,yes,no,no,no
NIF3L1,no,no,yes,no,yes,no
PUSL1,no,no,yes,no,no,no
SDSL,no,no,yes,no,no,no
MAVS,no,no,yes,no,no,no
METTL17,no,no,yes,no,no,no
ACACB,no,no,yes,no,no,no
ARG2,no,no,yes,no,no,no
MTPAP,no,no,yes,no,no,no
CCDC51,no,no,yes,no,no,no
SUGCT,no,no,yes,no,no,no
NRDC,no,no,yes,no,no,no
TMEM126B,no,no,yes,no,no,no
NSUN4,no,no,yes,no,no,no
ACSS3,no,no,yes,no,no,no
FAM210B,no,no,yes,no,no,no
RBFA,no,no,yes,no,no,no
METAP1D,no,no,yes,no,no,no
NIPSNAP3A,no,no,yes,no,no,no
MTARC1,no,no,yes,no,no,no
COX20,no,no,yes,no,no,no
HSDL1,no,no,yes,no,no,no
CBR3,no,no,yes,no,no,no
MTERF4,no,no,yes,no,no,no
NUDT19,no,no,yes,no,no,no
HEBP1,no,no,yes,no,no,no
DTYMK,no,no,yes,no,no,no
KARS1,no,no,yes,no,no,no
STAR,no,no,yes,no,no,no
DNAJC19,no,no,yes,no,no,no
OTC,no,no,yes,no,no,no
COX7A2L,no,no,yes,no,no,no
MTERF3,no,no,yes,no,no,no
SFXN2,no,no,yes,no,no,no
FASN,no,no,yes,no,no,no
TMEM177,no,no,yes,no,no,no
THNSL1,no,no,yes,no,no,no
FDPS,no,no,yes,no,no,no
IDI1,no,no,yes,no,no,no
TOP3A,no,no,yes,no,no,no
LDHAL6B,no,no,yes,no,no,no
MTFR1,no,no,yes,no,no,no
BCL2L13,no,no,yes,no,no,no
TRMT10C,no,no,yes,no,no,no
TFB1M,no,no,yes,yes,no,no
ARF5,no,no,yes,no,no,no
MCUB,no,no,yes,no,no,no
TWNK,no,no,yes,no,no,no
MMADHC,no,no,yes,no,no,no
PYCR2,no,no,yes,no,no,no
TSTD1,no,no,yes,no,no,no
OSBPL1A,no,no,yes,no,no,no
RECQL4,no,no,yes,no,no,yes
PET100,no,no,yes,no,no,no
GDAP1,no,no,yes,no,no,no
MTIF3,no,no,yes,no,no,no
UNG,no,no,yes,no,no,no
GLYAT,no,no,yes,no,no,no
ISOC2,no,no,yes,no,no,no
ATP5MC1,no,no,yes,no,no,no
COQ8B,no,no,yes,no,no,no
GTPBP10,no,no,yes,no,no,no
TSPO,no,no,yes,no,no,no
TRMT1,no,no,yes,no,no,no
ADCK2,no,no,yes,no,no,no
TSTD3,no,no,yes,no,no,no
MRPS36,no,no,yes,no,no,no
PDP2,no,no,yes,no,no,no
AGPAT5,no,no,yes,no,no,no
MCRIP2,no,no,yes,no,no,no
SLC25A48,no,no,yes,no,no,no
SLC25A43,no,no,yes,no,no,no
SLC25A47,no,no,yes,no,no,no
SLC25A41,no,no,yes,no,no,no
SLC25A34,no,no,yes,no,no,no
EPHX2,no,no,yes,no,no,no
NUDT5,no,no,yes,no,yes,no
SERHL2,no,no,yes,no,no,no
NDUFAF3,no,no,yes,no,no,no
BOLA3,no,no,yes,no,no,no
OCIAD2,no,no,yes,no,no,no
RSAD1,no,no,yes,no,no,no
CHCHD6,no,no,yes,no,no,no
FASTKD2,no,no,yes,no,no,no
PEX11B,no,no,yes,no,no,no
TMEM186,no,no,yes,no,no,no
PIF1,no,no,yes,no,no,no
FABP1,no,no,yes,no,no,no
PLPBP,no,no,yes,no,no,no
DBI,no,no,yes,no,no,no
PNPT1,no,no,yes,no,no,no
TOP1MT,no,no,yes,no,yes,no
RNASEH1,no,no,yes,no,no,no
ABCA9,no,no,yes,no,no,no
NT5DC3,no,no,yes,no,no,no
CMC4,no,no,yes,no,no,no
LDHB,no,no,yes,no,no,no
YBEY,no,no,yes,no,no,no
HINT1,no,no,yes,no,yes,no
MUL1,no,no,yes,no,no,no
TK2,no,no,yes,no,no,no
AGMAT,no,no,yes,no,no,no
CMPK2,no,no,yes,no,no,no
BID,no,no,yes,no,no,no
ARL2,no,no,yes,no,no,no
SYNJ2BP,no,no,yes,no,no,no
MFF,no,no,yes,no,no,no
DCXR,no,no,yes,no,no,no
NUDT9,no,no,yes,no,no,no
AMACR,no,no,yes,no,no,no
VPS13D,no,no,yes,no,no,no
NUDT6,no,no,yes,no,no,no
DMAC2,no,no,yes,no,no,no
MRM2,no,no,yes,no,no,no
MGST3,no,no,yes,no,no,no
ACP6,no,no,yes,no,no,no
MRPL48,no,no,yes,no,no,no
AGXT,no,no,yes,no,no,no
DDX28,no,no,yes,no,no,no
MICU3,no,no,yes,no,no,no
MTX3,no,no,yes,no,no,no
MUTYH,no,no,yes,no,no,no
GTPBP6,no,no,yes,no,no,no
CYP11A1,no,no,yes,no,no,no
OCIAD1,no,no,yes,no,no,no
METTL8,no,no,yes,no,no,no
SMIM20,no,no,yes,no,no,no
RPUSD4,no,no,yes,no,no,no
SMIM8,no,no,yes,no,no,no
NME6,no,no,yes,no,no,no
FKBP8,no,no,yes,no,no,no
ACSM4,no,no,yes,no,no,no
NLRX1,no,no,yes,no,no,no
FOXRED1,no,no,yes,no,no,no
TFB2M,no,no,yes,no,yes,no
PPM1K,no,no,yes,no,no,no
ATP5MC2,no,no,yes,no,no,no
MT-ND1,no,no,yes,no,no,no
TAZ,no,no,yes,no,no,no
ACOT11,no,no,yes,no,no,no
NIPSNAP3B,no,no,yes,no,no,no
NTHL1,no,no,yes,no,no,no
MARCHF5,no,no,yes,no,no,no
SFXN4,no,no,yes,no,no,no
TRMT5,no,no,yes,no,no,no
SLC25A6,no,no,yes,no,no,no
SLC25A52,no,no,yes,no,no,no
OGG1,no,no,yes,no,no,no
ACOD1,no,no,yes,no,no,no
QTRT1,no,no,yes,no,no,no
FBXL4,no,no,yes,no,no,no
GPAM,no,no,yes,no,no,no
DMAC2L,no,no,yes,no,no,no
RMDN3,no,no,yes,no,no,no
PRXL2A,no,no,yes,no,no,no
ATP5MD,no,no,yes,no,no,no
PET117,no,no,yes,no,no,no
C15orf61,no,no,yes,no,no,no
POLQ,no,no,yes,no,no,no
BCO2,no,no,yes,no,no,no
IFI27,no,no,yes,no,no,no
CRYZ,no,no,yes,no,no,no
TMLHE,no,no,yes,no,no,no
TOMM20,no,no,yes,no,no,no
YRDC,no,no,yes,no,no,no
COA7,no,no,yes,no,no,no
DHRS2,no,no,yes,no,no,no
MMAA,no,no,yes,no,no,no
MIEF1,no,no,yes,no,no,no
C15orf48,no,no,yes,no,no,no
BNIP3L,no,no,yes,no,no,no
FASTKD5,no,no,yes,no,no,no
COA1,no,no,yes,no,no,no
COX7B2,no,no,yes,no,no,no
MT-ND4L,no,no,yes,no,no,no
SIRT4,no,no,yes,no,no,no
UQCC2,no,no,yes,no,no,no
USP30,no,no,yes,no,no,no
PDE12,no,no,yes,no,no,no
NME3,no,no,yes,no,no,no
DHX30,no,no,yes,no,no,no
FASTK,no,no,yes,no,no,no
METTL15,no,no,yes,no,no,no
NOCT,no,no,yes,no,no,no
PANK2,no,no,yes,no,no,no
CA5A,no,no,yes,no,no,no
NT5DC2,no,no,yes,no,no,no
ATAD3B,no,no,yes,no,no,no
TRUB2,no,no,yes,no,no,no
COMTD1,no,no,yes,no,no,no
CPT1C,no,no,yes,no,no,no
C3orf33,no,no,yes,no,no,no
MIGA2,no,no,yes,no,no,no
GLUD2,no,no,yes,no,no,no
HPDL,no,no,yes,no,no,no
ANGEL2,no,no,yes,no,no,no
ANTKMT,no,no,yes,no,no,no
UQCC3,no,no,yes,no,no,no
CDK5RAP1,no,no,yes,no,no,no
PAICS,no,no,yes,no,no,no
MGARP,no,no,yes,no,no,no
HDHD3,no,no,yes,no,no,no
CYP11B2,no,no,yes,no,no,no
AGPAT4,no,no,yes,no,no,no
RCC1L,no,no,yes,no,no,no
FAM185A,no,no,yes,no,no,no
PMAIP1,no,no,yes,no,no,no
TDRKH,no,no,yes,no,no,no
SLC8B1,no,no,yes,no,no,no
CYP27B1,no,no,yes,no,no,no
POLG2,no,no,yes,no,no,no
THEM5,no,no,yes,no,no,no
