Symbol,Ferroptosis,UPR,Mitochondrial,TF,TF_Cof,Age
TMED10,no,yes,no,no,no,no
TMED7,no,yes,no,no,no,no
CCL2,no,yes,no,no,no,no
BNIP1,no,yes,no,no,no,no
RTN2,no,yes,no,no,no,no
VWF,no,yes,no,no,no,no
TRF,no,yes,no,no,no,no
GOSR2,no,yes,no,no,no,no
GPI1,no,yes,no,no,no,no
EMC3,no,yes,no,no,no,no
FOS,no,yes,no,yes,no,no
PDIA3,no,yes,no,no,no,no
TGM2,no,yes,no,no,no,no
PKD1,no,yes,no,no,no,no
OXTR,no,yes,no,no,no,no
DRD2,no,yes,no,no,no,no
VAPA,no,yes,no,no,no,no
TECRL,no,yes,no,no,no,no
KNG2,no,yes,no,no,no,no
KNG1,no,yes,no,no,no,no
TMEM238L,no,yes,no,no,no,no
ERGIC3,no,yes,no,no,no,no
KCNQ1,no,yes,no,no,no,no
ATL1,no,yes,no,no,no,no
TRAF2,no,yes,no,no,no,no
STX5A,no,yes,no,no,no,no
IGF1,no,yes,no,no,no,yes
UBXN8,no,yes,no,no,no,no
SEC23A,no,yes,no,no,no,no
PLP1,no,yes,no,no,no,no
TANGO2,no,yes,no,no,no,no
ERMP1,no,yes,no,no,no,no
TRPV4,no,yes,no,no,no,no
CCND1,no,yes,no,no,yes,no
GSTP2,no,yes,no,no,no,no
SERP1,no,yes,no,no,no,no
LAMP2,no,yes,no,no,no,no
SSR1,no,yes,no,no,no,no
SMN1,no,yes,no,no,no,no
JAGN1,no,yes,no,no,no,no
NDUFS4,no,yes,yes,no,no,no
TMX2,no,yes,no,no,no,no
POMT2,no,yes,no,no,no,no
PTK2,no,yes,no,no,no,no
FAF2,no,yes,no,no,no,no
YIF1B,no,yes,no,no,no,no
CACNA1S,no,yes,no,no,no,no
TOR1AIP1,no,yes,no,no,no,no
RPE65,no,yes,no,no,no,no
RYR2,no,yes,no,no,no,no
QDPR,no,yes,yes,no,no,no
TAP1,no,yes,no,no,no,no
RNF5,no,yes,no,no,no,no
PIGM,no,yes,no,no,no,no
ALB,no,yes,no,no,no,no
SYVN1,no,yes,no,no,no,no
TMED9,no,yes,no,no,no,no
REEP5,no,yes,no,no,no,no
RAB6A,no,yes,no,no,no,no
SEC24A,no,yes,no,no,no,no
CTSA,no,yes,no,no,no,no
PNPLA2,no,yes,no,no,no,no
RAB2A,no,yes,no,no,no,no
PLEKHF2,no,yes,no,no,no,no
TNFRSF22,no,yes,no,no,no,no
TNFRSF23,no,yes,no,no,no,no
TNFRSF26,no,yes,no,no,no,no
TMTC3,no,yes,no,no,no,no
GSR,no,yes,yes,no,no,no
EDEM2,no,yes,no,no,no,no
ATF6B,no,yes,no,yes,no,no
TUSC3,no,yes,no,no,no,no
TAP2,no,yes,no,no,no,no
ABCD4,no,yes,no,no,no,no
NPLOC4,no,yes,no,no,no,no
SEC13,no,yes,no,no,no,no
LMBRD1,no,yes,no,no,no,no
SEC62,no,yes,no,no,no,no
GET3,no,yes,no,no,no,no
CRH,no,yes,no,no,no,no
ICAM1,no,yes,no,no,no,no
CHERP,no,yes,no,no,no,no
BACE1,no,yes,no,no,no,no
HTRA2,no,yes,yes,no,no,yes
ATR,no,yes,no,no,no,yes
MAN1B1,no,yes,no,no,no,no
SFTPC,no,yes,no,no,no,no
MBTPS1,no,yes,no,no,no,no
COL2A1,no,yes,no,no,no,no
SEC61A1,no,yes,no,no,no,no
PPP1CA,no,yes,no,no,no,no
ASPH,no,yes,no,no,no,no
UMOD,no,yes,no,no,no,no
TMEM41B,no,yes,no,no,no,no
SPCS2,no,yes,no,no,no,no
RNF183,no,yes,no,no,no,no
TMED1,no,yes,no,no,no,no
UBQLN1,no,yes,no,no,no,no
DYSF,no,yes,no,no,no,no
VKORC1,no,yes,no,no,no,no
TMEM259,no,yes,no,no,no,no
ARL6IP5,no,yes,no,no,no,no
GANAB,no,yes,no,no,no,no
ARSA,no,yes,no,no,no,no
ERN2,no,yes,no,no,no,no
PSMD2,no,yes,no,no,no,no
RNF185,no,yes,no,no,no,no
UBE2J1,no,yes,no,no,no,no
PABPC6,no,yes,no,no,no,no
PABPC2,no,yes,no,no,no,no
COMT,no,yes,yes,no,no,no
XDH,no,yes,no,no,no,no
DNAJB9,no,yes,no,no,no,no
SOD2,no,yes,yes,no,no,yes
TRAM1,no,yes,no,no,no,no
USO1,no,yes,no,no,no,no
TIA1,no,yes,no,no,no,no
GRAMD1A,no,yes,no,no,no,no
G3BP2,no,yes,no,no,no,no
VIM,no,yes,no,no,no,no
CDKN1A,no,yes,no,no,no,yes
CYB5R3,no,yes,yes,no,no,no
TEX264,no,yes,no,no,no,no
YKT6,no,yes,no,no,no,no
KDELR1,no,yes,no,no,no,no
AGR3,no,yes,no,no,no,no
DDX3X,no,yes,no,no,no,no
STIP1,no,yes,no,no,no,no
INSIG1,no,yes,no,no,no,no
SLC26A4,no,yes,no,no,no,no
PLOD3,no,yes,no,no,no,no
SGK1,no,yes,no,no,yes,no
KRAS,no,yes,no,no,no,no
MAPK9,no,yes,no,no,no,no
PON1,no,yes,no,no,no,no
SAR1A,no,yes,no,no,no,no
ARL6IP1,no,yes,no,no,no,no
CREB3L2,no,yes,no,yes,no,no
TMBIM6,no,yes,no,no,no,no
ALG12,no,yes,no,no,no,no
TCAP,no,yes,no,no,no,no
HSP90AB1,no,yes,no,no,no,no
TH,no,yes,no,no,no,no
PRNP,no,yes,no,no,yes,no
SIL1,no,yes,no,no,no,no
PCNA,no,yes,no,no,no,no
NGLY1,no,yes,no,no,no,no
MAOB,no,yes,yes,no,no,no
KCNJ2,no,yes,no,no,no,no
TRIB3,no,yes,no,no,yes,no
P4HTM,no,yes,no,no,no,no
DPM1,no,yes,no,no,no,no
FLNA,no,yes,no,no,yes,no
SELENON,no,yes,no,no,no,no
SELENOF,no,yes,no,no,no,no
SPTLC1,no,yes,no,no,no,no
PSEN1,no,yes,no,no,yes,no
EIF2S1,no,yes,no,no,no,no
ASB11,no,yes,no,no,no,no
TXNDC5,no,yes,no,no,no,no
HERPUD2,no,yes,no,no,no,no
UFL1,no,yes,no,no,yes,no
CASP2,no,yes,no,no,no,yes
ZFYVE27,no,yes,no,no,no,no
NPY,no,yes,no,no,no,no
AKAP9,no,yes,no,no,no,no
RRBP1,no,yes,no,no,no,no
SEL1L,no,yes,no,no,no,no
CANX,no,yes,no,no,no,no
AGTR1A,no,yes,no,no,no,yes
AGTR1B,no,yes,no,no,no,no
OSBP,no,yes,no,no,no,no
SLC25A4,no,yes,yes,no,no,yes
SRPRA,no,yes,no,no,no,no
POMT1,no,yes,no,no,no,no
ESR1,no,yes,no,yes,no,no
UBA52,no,yes,no,no,no,no
SLC39A7,no,yes,no,no,no,no
ALG9,no,yes,no,no,no,no
BAG3,no,yes,no,no,no,no
G6PC1,no,yes,no,no,no,no
MAOA,no,yes,yes,no,no,no
MAPK10,no,yes,no,no,no,no
EMC6,no,yes,no,no,no,no
TAPBP,no,yes,no,no,no,no
IKBKG,no,yes,no,no,yes,no
SAR1B,no,yes,no,no,no,no
HACD3,no,yes,no,no,no,no
G6PD2,no,yes,no,no,no,no
APEX1,no,yes,yes,no,yes,no
STT3B,no,yes,no,no,no,no
IKBKB,no,yes,no,no,yes,yes
BCAP31,no,yes,no,no,no,no
CYP1A1,no,yes,no,no,no,no
CLN3,no,yes,no,no,no,no
DMPK,no,yes,yes,no,no,no
ERP44,no,yes,no,no,no,no
TMCO1,no,yes,no,no,no,no
ZMPSTE24,no,yes,no,no,no,yes
TMEM38B,no,yes,no,no,no,no
ABCD1,no,yes,yes,no,no,no
GRAMD1B,no,yes,no,no,no,no
BTRC,no,yes,no,no,yes,no
ATP1A3,no,yes,no,no,no,no
EBP,no,yes,no,no,no,no
CASQ2,no,yes,no,no,no,no
GSTM1,no,yes,no,no,no,no
GSTM6,no,yes,no,no,no,no
GSTM3,no,yes,no,no,no,no
GSTM2,no,yes,no,no,no,no
ATP2A2,no,yes,no,no,no,no
SEC24B,no,yes,no,no,no,no
STX17,no,yes,yes,no,no,no
SLC22A21,no,yes,no,no,no,no
SLC22A5,no,yes,no,no,no,no
FAM20C,no,yes,no,no,no,no
FKBP10,no,yes,yes,no,no,no
KTN1,no,yes,no,no,no,no
EIF2AK4,no,yes,no,no,no,no
CAPRIN1,no,yes,no,no,no,no
GABARAP,no,yes,no,no,no,no
MPDU1,no,yes,no,no,no,no
CRTAP,no,yes,no,no,no,no
G6PC3,no,yes,no,no,no,no
UBB,no,yes,no,no,no,no
ATP2A3,no,yes,no,no,no,no
MSRB3,no,yes,yes,no,no,no
NOS3,no,yes,no,no,no,yes
SPAST,no,yes,no,no,no,no
ERP29,no,yes,no,no,no,no
SEC31A,no,yes,no,no,no,no
CAMK2B,no,yes,no,no,no,no
ALG14,no,yes,no,no,no,no
EIF4G1,no,yes,no,no,no,no
NPHS2,no,yes,no,no,no,no
RETREG2,no,yes,no,no,no,no
ERLIN2,no,yes,no,no,no,no
TMEM214,no,yes,no,no,no,no
DNM1L,no,yes,yes,no,no,no
JKAMP,no,yes,no,no,no,no
JKAMPL,no,yes,no,no,no,no
SERPINA1E,no,yes,no,no,no,no
SERPINA1A,no,yes,no,no,no,no
SERPINA1B,no,yes,no,no,no,no
SERPINA1C,no,yes,no,no,no,no
SERPINA1D,no,yes,no,no,no,no
NEU1,no,yes,no,no,no,no
DNAJC16,no,yes,no,no,no,no
NOL3,no,yes,no,no,no,no
EMC7,no,yes,no,no,no,no
C2CD2L,no,yes,no,no,no,no
IGF2BP1,no,yes,no,no,no,no
BRAF,no,yes,no,no,no,no
LRRC59,no,yes,no,no,no,no
DPAGT1,no,yes,no,no,no,no
ESYT2,no,yes,no,no,no,no
MAP2K6,no,yes,no,no,no,no
CLN8,no,yes,no,no,no,no
DGAT1,no,yes,no,no,no,yes
CDK5RAP3,no,yes,no,no,yes,no
YIPF5,no,yes,no,no,no,no
PPP1CB,no,yes,no,no,no,no
ZW10,no,yes,no,no,no,no
LPL,no,yes,no,no,no,no
JAK2,no,yes,no,no,yes,no
PLN,no,yes,no,no,no,no
KCNH2,no,yes,no,no,no,no
SRP68,no,yes,no,no,no,no
MAP2K7,no,yes,no,no,no,no
PPT1,no,yes,no,no,no,no
HADHA,no,yes,yes,no,no,no
MAP3K5,no,yes,no,no,no,no
GOLGA2,no,yes,no,no,no,no
MAP2K4,no,yes,no,no,no,no
CLU,no,yes,no,no,yes,no
SGTA,no,yes,no,no,no,no
ERO1A,no,yes,no,no,no,no
SEC61G,no,yes,no,no,no,no
SERPINH1,no,yes,no,no,no,no
CALM3,no,yes,no,no,no,no
MAPK13,no,yes,no,no,no,no
TMEM258,no,yes,no,no,no,no
TMED2,no,yes,no,no,no,no
DNAJB14,no,yes,no,no,no,no
SEC63,no,yes,no,no,no,no
C9ORF72,no,yes,no,no,no,no
TMED4,no,yes,no,no,no,no
CRHR1,no,yes,no,no,no,no
PARP16,no,yes,no,no,no,no
HEXA,no,yes,no,no,no,no
MYH7,no,yes,no,no,no,no
SLC25A13,no,yes,yes,no,no,no
FKBP5,no,yes,no,no,no,no
FUS,no,yes,no,no,yes,no
FGFR3,no,yes,no,no,no,no
CERT1,no,yes,no,no,no,no
SEC11A,no,yes,no,no,no,no
SUMF1,no,yes,no,no,no,no
RNF170,no,yes,no,no,no,no
PKD2,no,yes,no,no,no,no
KCNJ11,no,yes,no,no,no,no
WFS1,no,yes,no,no,no,no
RTN1,no,yes,no,no,no,no
MPI,no,yes,no,no,no,no
HSP90B1,no,yes,no,no,no,no
ATP13A1,no,yes,no,no,no,no
SHISA5,no,yes,no,no,no,no
PRDX6B,no,yes,no,no,no,no
CASP9,no,yes,yes,no,no,no
PRKCD,no,yes,no,no,no,no
PACS2,no,yes,no,no,no,no
LRRK2,no,yes,no,no,yes,no
DES,no,yes,no,no,no,no
BRSK2,no,yes,no,no,no,no
SEC24C,no,yes,no,no,no,no
SIGMAR1,no,yes,no,no,no,no
SURF4,no,yes,no,no,no,no
RNFT1,no,yes,no,no,no,no
SGCD,no,yes,no,no,no,no
SCARA3,no,yes,no,no,no,no
PPP1R15A,no,yes,no,no,no,no
PCSK9,no,yes,no,no,no,no
NOTCH2,no,yes,no,no,yes,no
HMGCLL1,no,yes,no,no,no,no
SRP54C,no,yes,no,no,no,no
SRP54B,no,yes,no,no,no,no
SRP54A,no,yes,no,no,no,no
ANO5,no,yes,no,no,no,no
FKTN,no,yes,no,no,no,no
EIF2B5,no,yes,no,no,no,no
REEP1,no,yes,no,no,no,no
CASP7,no,yes,no,no,no,no
GNE,no,yes,no,no,no,no
CYP17A1,no,yes,no,no,no,no
JPH4,no,yes,no,no,no,no
CALR,no,yes,no,no,yes,no
OSBPL8,no,yes,no,no,no,no
PIK3R1,no,yes,no,no,yes,no
SCFD1,no,yes,no,no,no,no
MDM2,no,yes,no,no,yes,no
VCP,no,yes,no,no,no,no
UBXN4,no,yes,no,no,no,no
CYP21A1,no,yes,no,no,no,no
CLN6,no,yes,no,no,no,no
RCN2,no,yes,no,no,no,no
ZC3H12A,no,yes,no,no,no,no
BAG6,no,yes,no,no,no,no
NOD2,no,yes,no,no,yes,no
BSCL2,no,yes,no,no,no,no
ANXA2,no,yes,no,no,no,no
BRCA1,no,yes,no,no,yes,yes
NCK1,no,yes,no,no,yes,no
CALM1,no,yes,no,no,no,no
STIM1,no,yes,no,no,no,no
MET,no,yes,no,no,no,no
RHBDD1,no,yes,no,no,no,no
ACTB,no,yes,no,no,yes,no
ZDHHC6,no,yes,no,no,no,no
GAA,no,yes,no,no,no,no
CFTR,no,yes,no,no,no,no
PON2,no,yes,no,no,no,no
UCP2,no,yes,yes,no,no,yes
KPNB1,no,yes,no,no,no,no
CNIH4,no,yes,no,no,no,no
RPL5,no,yes,no,no,no,no
BFAR,no,yes,no,no,no,no
STX18,no,yes,no,no,no,no
TRDN,no,yes,no,no,no,no
YWHAE,no,yes,no,no,no,no
NSF,no,yes,no,no,no,no
CREB3L3,no,yes,no,yes,no,no
SNCA,no,yes,no,no,no,no
ATAD3A,no,yes,yes,no,no,no
TRAPPC11,no,yes,no,no,no,no
CREBRF,no,yes,no,yes,no,no
DPM3,no,yes,no,no,no,no
H2-EB2,no,yes,no,no,no,no
BAK1,no,yes,yes,no,no,no
FKRP,no,yes,no,no,no,no
NFKB1,no,yes,no,yes,no,yes
ANK2,no,yes,no,no,no,no
TRPM4,no,yes,no,no,no,no
RAB18,no,yes,no,no,no,no
PIK3CG,no,yes,no,no,no,no
CAMK2G,no,yes,no,no,no,no
P4HB,no,yes,no,no,no,no
ELN,no,yes,no,no,no,no
SLC30A5,no,yes,no,no,no,no
GBF1,no,yes,no,no,no,no
KIF1C,no,yes,no,no,no,no
POMGNT2,no,yes,no,no,no,no
VCL,no,yes,no,no,no,no
CALM2,no,yes,no,no,no,no
TRP53,no,yes,no,no,no,yes
CAT,no,yes,yes,no,no,yes
ITGB1,no,yes,no,no,no,no
MAP2K3,no,yes,no,no,no,no
CLCC1,no,yes,no,no,no,no
DNAJB12,no,yes,no,no,no,no
NR3C1,no,yes,no,yes,no,no
ANXA5,no,yes,no,no,no,no
TOR1AIP2,no,yes,no,no,no,no
COPE,no,yes,no,no,no,no
ATL3,no,yes,no,no,no,no
ALG1,no,yes,no,no,no,no
TMCC1,no,yes,no,no,no,no
SEC23IP,no,yes,no,no,no,no
TGFB1,no,yes,no,no,yes,no
HRC,no,yes,no,no,no,no
GET4,no,yes,no,no,no,no
ATXN2,no,yes,no,no,no,no
SGCA,no,yes,no,no,no,no
DHCR7,no,yes,no,no,no,no
CALU,no,yes,no,no,no,no
NUPR1,no,yes,no,no,no,no
EEF2,no,yes,no,no,no,no
JSRP1,no,yes,no,no,no,no
NR1H2,no,yes,no,yes,no,no
RPN1,no,yes,no,no,no,no
OS9,no,yes,no,no,no,no
ACE,no,yes,no,no,no,no
LNPK,no,yes,no,no,no,no
ERLIN1,no,yes,no,no,no,no
KCNJ5,no,yes,no,no,no,no
SLC35B1,no,yes,no,no,no,no
PLOD2,no,yes,no,no,no,no
MGST1,no,yes,yes,no,no,no
DNAJB11,no,yes,no,no,no,no
HMOX2,no,yes,no,no,no,no
PDIA2,no,yes,no,no,no,no
MAPKAPK2,no,yes,no,no,no,no
STUB1,no,yes,no,no,no,yes
EIF2AK2,no,yes,no,no,no,no
UNC93B1,no,yes,no,no,no,no
SEC22B,no,yes,no,no,no,no
EMC8,no,yes,no,no,no,no
SLMAP,no,yes,no,no,no,no
PMM2,no,yes,no,no,no,no
KDELR2,no,yes,no,no,no,no
PRKACA,no,yes,yes,no,no,no
SERPINI1,no,yes,no,no,no,no
RETREG3,no,yes,no,no,no,no
CLCN1,no,yes,no,no,no,no
PPP1R12A,no,yes,no,no,no,no
STT3A,no,yes,no,no,no,no
ICMT,no,yes,no,no,no,no
RTN3,no,yes,no,no,no,no
ATP1A1,no,yes,no,no,no,no
LBR,no,yes,no,no,no,no
SMPD4,no,yes,no,no,no,no
CYBA,no,yes,no,no,no,no
TMEM94,no,yes,no,no,no,no
CTSD,no,yes,no,no,no,no
TECR,no,yes,no,no,no,no
PINK1,no,yes,yes,no,yes,no
UBC,no,yes,no,no,no,no
SCAP,no,yes,no,no,no,no
INSIG2,no,yes,no,no,no,no
GAPDH,no,yes,no,no,no,no
GAPDHRT,no,yes,no,no,no,no
GAPDHRT2,no,yes,no,no,no,no
RHOA,no,yes,no,no,yes,no
RTN4,no,yes,no,no,no,no
GM10053,no,yes,no,no,no,no
CYCS,no,yes,yes,no,no,no
SLC8A1,no,yes,no,no,no,no
ERLEC1,no,yes,no,no,no,no
COPG1,no,yes,no,no,no,no
SRPRB,no,yes,no,no,no,no
PRDX5,no,yes,yes,no,yes,no
ERGIC2,no,yes,no,no,no,no
VMP1,no,yes,no,no,no,no
SLC6A4,no,yes,no,no,no,no
CAPN2,no,yes,no,no,no,no
ALG8,no,yes,no,no,no,no
OSBPL5,no,yes,no,no,no,no
TMEM117,no,yes,no,no,no,no
ATP2A1,no,yes,no,no,no,no
AUP1,no,yes,no,no,no,no
HSPD1,no,yes,yes,no,no,no
ESYT1,no,yes,no,no,no,no
HSD17B12,no,yes,no,no,no,no
GPER1,no,yes,no,no,no,no
PRKCA,no,yes,no,no,no,no
CCDC47,no,yes,no,no,no,no
PNKD,no,yes,yes,no,no,no
AGR2,no,yes,no,no,no,no
COPB1,no,yes,no,no,no,no
LEP,no,yes,no,no,no,no
SUMF2,no,yes,no,no,no,no
RAC1,no,yes,no,no,no,no
ALG6,no,yes,no,no,no,no
CPT2,no,yes,yes,no,no,no
CDK5,no,yes,no,no,yes,no
RPA1,no,yes,no,no,no,no
RINT1,no,yes,no,no,no,no
H6PD,no,yes,no,no,no,no
GBA1,no,yes,no,no,no,no
TNFSF10,no,yes,no,no,no,no
COL1A1,no,yes,no,no,no,yes
VCAM1,no,yes,no,no,no,no
BDNF,no,yes,no,no,no,no
RFT1,no,yes,no,no,no,no
CANT1,no,yes,no,no,no,no
ASNS,no,yes,no,no,no,no
OSBPL3,no,yes,no,no,no,no
STARD3,no,yes,no,no,no,no
NBAS,no,yes,no,no,no,no
INPP5K,no,yes,no,no,no,no
CCDC88B,no,yes,no,no,no,no
EIF2AK1,no,yes,no,no,no,no
CASP8,no,yes,yes,no,no,no
DERL2,no,yes,no,no,no,no
HAX1,no,yes,no,no,no,no
RCN1,no,yes,no,no,no,no
EDEM3,no,yes,no,no,no,no
SCN5A,no,yes,no,no,no,no
SSR2,no,yes,no,no,no,no
TEX2,no,yes,no,no,no,no
QRICH1,no,yes,no,no,no,no
SACM1L,no,yes,no,no,no,no
YBX1,no,yes,no,yes,no,no
IL1A,no,yes,no,no,no,no
P3H4,no,yes,no,no,no,no
TFG,no,yes,no,no,no,no
ATL2,no,yes,no,no,no,no
CASQ1,no,yes,no,no,no,no
RER1,no,yes,no,no,no,no
MAPT,no,yes,no,no,no,no
UBE2J2,no,yes,no,no,no,no
SHC1,no,yes,no,no,no,yes
PDIA6,no,yes,no,no,no,no
DNAJC10,no,yes,no,no,no,no
DHCR24,no,yes,no,no,no,no
MIA3,no,yes,no,no,no,no
TARDBP,no,yes,no,no,no,no
SLC2A1,no,yes,no,no,no,no
RPS27A,no,yes,no,no,no,no
EMC1,no,yes,no,no,no,no
PRKRA,no,yes,no,no,no,no
FN1,no,yes,no,no,no,yes
PLOD1,no,yes,no,no,no,no
CUL3,no,yes,no,no,no,no
DHDDS,no,yes,no,no,no,no
ATF2,no,yes,no,yes,no,no
RAB10,no,yes,no,no,no,no
BOK,no,yes,yes,no,no,no
UGGT1,no,yes,no,no,no,no
SOAT1,no,yes,no,no,no,no
LMAN2L,no,yes,no,no,no,no
RAB1A,no,yes,no,no,no,no
UBAP2L,no,yes,no,no,no,no
PREB,no,yes,no,yes,no,no
WLS,no,yes,no,no,no,no
GORASP2,no,yes,no,no,no,no
PARP1,no,yes,no,no,no,yes
P3H1,no,yes,no,no,no,no
HSD11B1,no,yes,no,no,no,no
MFN2,no,yes,yes,no,no,no
PSEN2,no,yes,no,no,no,no
LMNA,no,yes,no,no,no,yes
MR1,no,yes,no,no,no,no
RPL11,no,yes,no,no,no,no
COPA,no,yes,no,no,no,no
MYOC,no,yes,no,no,no,no
AHCYL1,no,yes,yes,no,no,no
EXOSC8,no,yes,no,no,no,no
DCSTAMP,no,yes,no,no,no,no
DCP2,no,yes,no,no,no,no
GSK3A,no,yes,no,no,no,yes
CXXC1,no,yes,no,no,yes,no
DIS3,no,yes,no,no,no,no
EIF2S2,no,yes,no,no,no,no
CTDSP2,no,yes,no,no,no,no
TATDN2,no,yes,no,no,no,no
TLN1,no,yes,no,no,no,no
PLA2G4B,no,yes,no,no,no,no
ARFGAP1,no,yes,no,no,no,no
EXOSC4,no,yes,no,no,no,no
EXOSC1,no,yes,no,no,no,no
IGFBP1,no,yes,no,no,no,no
EXOSC6,no,yes,no,no,no,no
EXOSC5,no,yes,no,no,no,no
HDGF,no,yes,no,no,yes,no
EXOSC7,no,yes,no,no,no,no
PDIA5,no,yes,no,no,no,no
TPP1,no,yes,no,no,no,no
EXTL3,no,yes,no,no,no,no
EXOSC2,no,yes,no,no,no,no
ADD1,no,yes,no,no,no,no
TSPYL2,no,yes,no,no,yes,no
EXOSC3,no,yes,no,no,no,no
EXTL1,no,yes,no,no,no,no
CUL7,no,yes,no,no,no,no
NFYA,no,yes,no,yes,no,no
DDX11,no,yes,no,no,no,no
ACADVL,no,yes,yes,no,no,no
EXOSC9,no,yes,no,no,no,no
EXTL2,no,yes,no,no,no,no
KLHDC3,no,yes,no,no,no,no
PARN,no,yes,no,no,no,no
SULT5A1,no,yes,no,no,no,no
CREB3L4,no,yes,no,yes,no,no
NFYC,no,yes,no,yes,no,no
NFYB,no,yes,no,yes,no,no
PPP2R5B,no,yes,no,no,no,no
ZBTB17,no,yes,no,yes,no,no
DCTN1,no,yes,no,no,no,no
H2AX,no,yes,no,no,no,no
EIF4EBP1,no,yes,no,no,no,no
NPM1,no,yes,no,no,yes,no
TARS1,no,yes,no,no,no,no
EIF4A2,no,yes,no,no,no,no
TUBB2A,no,yes,no,no,no,no
YWHAZ,no,yes,no,no,no,no
KIF5B,no,yes,no,no,no,no
NHP2,no,yes,no,no,no,no
ATP6V0D1,no,yes,no,no,no,no
SLC7A5,no,yes,no,no,no,no
MTHFD2,no,yes,yes,no,no,no
BANF1,no,yes,no,no,no,no
LSM4,no,yes,no,no,no,no
EXOSC10,no,yes,no,no,no,no
CNOT4,no,yes,no,no,no,no
DKC1,no,yes,no,no,no,no
ALDH18A1,no,yes,yes,no,no,no
CKS1B,no,yes,no,no,no,no
POP4,no,yes,no,no,no,no
EXOC2,no,yes,no,no,no,no
NOP56,no,yes,no,no,no,no
LSM1,no,yes,no,no,no,no
IMP3,no,yes,no,no,no,no
SPCS1,no,yes,no,no,no,no
NOLC1,no,yes,no,no,no,no
CNOT2,no,yes,no,no,yes,no
MTREX,no,yes,no,no,no,no
XPOT,no,yes,no,no,no,no
NOP14,no,yes,no,no,no,no
DCP1A,no,yes,no,no,no,no
NABP1,no,yes,no,no,no,no
EIF4A3,no,yes,no,no,no,no
ARXES2,no,yes,no,no,no,no
DDX10,no,yes,no,no,no,no
DNAJA4,no,yes,no,no,no,no
SLC1A4,no,yes,no,no,no,no
SDAD1,no,yes,no,no,no,no
CNOT6,no,yes,no,no,yes,no
IARS1,no,yes,no,no,no,no
PSAT1,no,yes,no,no,no,no
RRP9,no,yes,no,no,no,no
PAIP1,no,yes,no,no,no,no
EDC4,no,yes,no,no,no,no
GEMIN4,no,yes,no,no,no,no
SKIC3,no,yes,no,no,no,no
EIF4A1,no,yes,no,no,no,no
RPS14,no,yes,no,no,no,no
CYC1,no,no,yes,no,no,no
ATP5D,no,no,yes,no,no,no
PDHB,no,no,yes,no,no,no
UQCRC1,no,no,yes,no,no,no
COQ9,no,no,yes,no,no,no
MRPL12,no,no,yes,no,no,no
MRPS35,no,no,yes,no,no,no
COX5A,no,no,yes,no,no,no
UQCRFS1,no,no,yes,no,no,no
COQ7,no,no,yes,no,no,yes
SDHA,no,no,yes,no,no,no
SDHB,no,no,yes,no,no,no
ATP5A1,no,no,yes,no,no,no
SDHAF4,no,no,yes,no,no,no
PMPCB,no,no,yes,no,no,no
SDHD,no,no,yes,no,no,no
UQCRC2,no,no,yes,no,no,no
COQ5,no,no,yes,no,no,no
OGDH,no,no,yes,no,no,no
UQCRQ,no,no,yes,no,no,no
MDH2,no,no,yes,no,no,no
DBT,no,no,yes,no,no,no
DLAT,no,no,yes,no,no,no
LRPPRC,no,no,yes,no,yes,no
MRPL53,no,no,yes,no,no,no
DLST,no,no,yes,no,no,no
PDHX,no,no,yes,no,no,no
GFM1,no,no,yes,no,no,no
GRPEL1,no,no,yes,no,no,no
MPC2,no,no,yes,no,no,no
UQCR10,no,no,yes,no,no,no
COQ3,no,no,yes,no,no,no
ATP5E,no,no,yes,no,no,no
SLC25A3,no,no,yes,no,no,no
MRPL34,no,no,yes,no,no,no
MRPS15,no,no,yes,no,no,no
SDHC,no,no,yes,no,no,no
ATP5B,no,no,yes,no,no,no
MRPS23,no,no,yes,no,no,no
FH1,no,no,yes,no,no,no
MRPS27,no,no,yes,no,no,no
ISCA1,no,no,yes,no,no,no
IDH3A,no,no,yes,no,no,no
NDUFS1,no,no,yes,no,no,no
AUH,no,no,yes,no,no,no
AFG3L2,no,no,yes,no,no,no
PMPCA,no,no,yes,no,no,no
COX11,no,no,yes,no,no,no
SUCLA2,no,no,yes,no,no,no
LARS2,no,no,yes,no,no,no
ATP5O,no,no,yes,no,no,no
MRPL46,no,no,yes,no,no,no
COX15,no,no,yes,no,no,no
HIGD2A,no,no,yes,no,no,no
UQCRH,no,no,yes,no,no,no
ETFDH,no,no,yes,no,no,no
TIMM10,no,no,yes,no,no,no
ECHS1,no,no,yes,no,no,no
BCKDHA,no,no,yes,no,no,no
SUCLG1,no,no,yes,no,no,no
CS,no,no,yes,no,no,no
COX6A1,no,no,yes,no,no,no
ACADS,no,no,yes,no,no,no
NDUFV2,no,no,yes,no,no,no
IARS2,no,no,yes,no,no,no
COQ6,no,no,yes,no,no,no
ATP5K,no,no,yes,no,no,no
IDH3B,no,no,yes,no,no,no
NDUFA6,no,no,yes,no,no,no
LETM1,no,no,yes,no,no,no
ATPAF2,no,no,yes,no,no,no
RTN4IP1,no,no,yes,no,no,no
MRPL43,no,no,yes,no,no,no
ABHD11,no,no,yes,no,no,no
TIMM50,no,no,yes,no,no,no
MRPL28,no,no,yes,no,no,no
SDHAF2,no,no,yes,no,no,no
NDUFB8,no,no,yes,no,no,no
DLD,no,no,yes,no,no,no
NDUFS2,no,no,yes,no,no,no
